R526528,R842707
R157692,R412725
R661907,R651047
R546722,R340123
R284202,R607053
R518234,R267464
R553521,R100270
R764848,R412903
R291918,R678950
R558579,R446911
R675633,R590800
R611199,R859734
R687532,R292052
R919701,R626526
R410001,R519624
R943101,R226122
R410190,R419816
R397347,R602553
R743397,R554603
R428123,R965456
R589328,R691166
R888707,R778676
R214815,R639026
R556957,R221511
R773286,R673968
R752321,R630787
R819375,R491113
R836672,R856558
R768588,R884029
R121803,R960901
R259473,R637174
R726346,R837520
R938600,R494595
R639397,R484503
R794004,R481111
R486529,R242514
R581226,R484642
R665833,R891328
R299769,R449419
R618993,R383508
R332801,R519774
R541358,R586154
R761195,R310191
R147817,R652893
R782557,R948551
R812890,R221487
R843373,R126368
R851572,R414860
R768898,R978372
R629477,R699161
R865539,R297625
R642684,R873537
R100991,R868887
R332819,R562084
R508628,R824319
R277610,R474077
R465874,R662648
R894002,R909552
R965303,R595435
R346309,R229609
R131043,R284968
R784107,R735352
R615777,R486903
R281592,R902251
R677687,R666819
R147807,R813485
R815010,R241087
R271636,R208125
R637137,R680978
R576091,R475262
R963493,R254696
R226093,R869847
R855481,R289393
R323333,R374266
R993559,R278319
R660008,R504704
R559768,R308507
R257953,R415757
R960395,R641115
R412500,R534739
R106048,R870793
R983882,R832318
R396566,R914215
R821107,R253040
R160118,R830819
R320212,R626908
R983680,R911732
R284629,R455987
R167150,R698379
R207266,R346919
R430285,R531742
R185341,R221241
R813467,R837049
R648316,R223788
R788098,R313609
R459574,R128698
R172602,R766350
R287286,R765960
R676426,R257483
R895203,R681704
R899087,R710356
R205271,R910817
R286300,R368965
R780902,R343571
R720806,R529144
R860554,R855516
R427817,R132826
R687379,R764018
R623653,R162881
R807992,R327433
R792196,R441792
R628303,R739514
R557775,R499424
R900312,R343393
R226352,R241289
R970605,R506379
R260887,R106340
R433401,R634642
R737833,R283284
R728073,R783948
R124184,R223707
R279303,R499003
R844406,R297894
R856900,R893703
R171533,R120329
R679522,R239241
R756810,R306946
R789831,R220718
R645618,R506513
R616005,R567442
R325902,R645555
R452107,R165938
R733470,R271457
R218876,R556609
R381047,R123102
R488626,R337905
R994851,R327254
R122970,R616294
R386785,R627673
R691233,R617890
R289953,R988956
R367234,R872495
R502916,R982307
R371555,R281151
R943004,R100696
R323209,R633312
R266058,R283844
R724407,R494153
R916794,R866338
R573811,R590842
R117460,R946687
R865764,R911176
R123306,R790842
R281284,R648945
R252311,R942650
R629364,R647096
R420647,R863140
R716892,R654534
R516057,R733557
R487254,R649353
R404111,R897000
R315909,R825820
R422791,R119604
R138536,R583601
R105131,R476009
R670795,R252478
R479663,R212348
R150353,R492476
R265974,R936657
R799590,R105456
R374205,R256688
R492186,R212809
R447576,R509199
R389034,R552981
R167057,R344581
R895468,R904834
R173329,R760762
R143445,R135493
R384005,R875182
R523693,R645942
R309569,R716937
R853125,R204033
R132223,R373862
R894101,R104246
R489310,R581750
R460501,R794956
R481022,R273435
R980506,R808219
R297612,R507441
R388448,R433775
R835233,R851083
R492695,R912357
R357521,R205706
R934905,R251280
R607526,R582612
R817983,R581506
R955269,R471214
R752528,R246549
R178861,R606736
R249471,R961712
R859834,R420732
R848931,R567133
R857573,R227472
R659197,R754837
R488067,R683491
R120881,R390871
R864766,R851275
R632302,R332539
R551633,R689839
R220759,R387809
R168794,R348384
R111185,R619638
R289525,R779073
R249444,R875877
R732056,R570867
R288448,R871096
R939471,R776823
R951201,R860095
R869395,R245337
R212633,R338909
R665398,R821592
R330989,R765006
R854475,R718834
R542410,R201091
R430419,R315241
R498632,R707009
R416929,R638539
R554951,R197623
R691949,R894233
R990268,R282777
R538269,R482412
R211615,R462288
R221587,R592804
R632865,R899936
R236230,R515345
R676977,R315833
R736036,R372349
R264089,R102168
R510156,R531430
R201991,R683103
R636680,R394116
R876034,R536947
R240685,R476744
R395613,R586553
R292432,R322245
R503227,R888455
R951847,R573873
R885468,R941374
R844913,R614577
R156375,R425983
R994666,R246832
R449464,R615800
R291898,R743170
R988288,R278594
R181618,R760352
R401156,R549898
R819143,R447558
R155119,R914373
R729636,R841237
R426742,R697956
R344565,R267210
R247925,R862463
R688909,R608518
R278958,R756116
R474543,R770402
R522320,R310270
R441127,R246542
R723597,R382104
R472488,R864138
R154374,R757474
R505942,R767310
R748386,R892845
R973707,R875054
R756425,R134674
R894724,R464920
R848621,R886525
R671585,R341117
R814066,R823954
R725480,R193421
R417393,R460895
R549369,R531116
R289497,R351754
R247075,R576454
R138518,R758965
R920379,R326798
R588932,R302748
R609895,R258408
R482487,R908246
R228285,R318812
R953746,R591426
R941199,R365844
R997695,R560230
R527365,R976532
R983389,R323499
R122924,R600811
R352291,R978567
R673981,R468244
R395166,R545323
R809955,R947749
R287211,R585525
R918953,R765513
R129708,R266694
R418506,R250967
R631481,R899315
R538131,R116581
R454118,R369810
R640911,R695999
R207982,R635025
R825597,R772412
R572811,R133190
R731312,R131169
R492878,R873068
R243231,R896611
R470810,R776930
R954202,R349720
R806972,R853772
R325525,R943208
R639153,R437128
R809219,R110359
R815161,R720983
R662670,R325360
R885451,R844983
R293982,R929350
R615558,R453238
R895544,R949342
R498337,R253875
R995292,R935079
R367617,R411933
R305848,R881867
R694510,R310469
R612262,R427125
R304043,R443078
R573420,R154360
R404737,R467527
R495996,R401908
R300282,R784708
R427622,R322885
R430991,R590730
R351090,R244869
R168389,R861493
R283989,R315727
R624794,R199947
R327698,R610080
R609233,R850230
R455185,R753429
R368332,R310429
R711967,R183688
R458283,R593145
R567404,R685551
R794009,R253138
R367945,R278415
R623419,R790746
R589700,R418205
R918719,R188933
R121396,R434369
R415700,R839473
R142163,R707692
R869600,R503768
R956673,R146796
R810597,R266344
R331277,R382824
R626042,R907753
R415540,R423869
R114720,R907120
R611791,R793049
R726814,R986891
R399025,R471946
R409060,R990844
R310058,R149595
R577509,R665236
R519440,R820259
R600555,R107990
R683746,R167056
R462513,R538642
R287040,R646404
R896431,R860323
R260903,R198202
R312107,R787072
R622754,R328303
R876651,R981703
R434572,R137664
R934073,R570559
R704213,R387089
R150497,R980276
R897833,R491838
R413177,R619824
R280890,R253637
R962820,R862708
R107295,R792347
R138594,R359059
R310976,R787231
R171709,R166866
R688945,R470405
R441098,R135218
R657405,R236524
R285672,R285594
R589762,R510725
R871030,R474147
R247643,R894851
R362731,R125737
R716063,R948396
R382664,R665368
R197776,R596471
R501874,R878937
R534645,R334246
R779382,R269376
R913555,R537212
R173022,R825053
R217785,R392547
R342360,R723979
R473116,R343520
R647331,R257089
R628017,R216383
R207683,R473363
R853146,R963520
R402856,R736841
R900037,R401990
R826486,R201021
R871313,R629487
R876289,R149482
R409697,R342497
R838050,R147073
R264057,R211197
R647465,R714794
R937509,R480163
R678284,R425285
R631950,R148564
R541330,R396833
R470274,R242022
R521967,R163246
R468739,R562945
R127890,R257594
R386502,R473932
R617027,R392147
R210161,R782792
R454144,R512571
R673367,R314809
R302958,R228417
R755133,R171677
R320145,R105828
R801595,R879712
R404847,R757454
R415971,R945024
R649046,R481307
R488291,R803043
R463099,R125357
R619290,R959809
R647933,R861539
R469461,R987179
R514885,R217318
R537409,R515444
R940731,R563947
R555770,R119335
R135483,R308831
R907515,R909261
R946650,R407234
R727962,R895737
R870842,R661528
R420101,R100096
R180231,R663570
R308250,R641415
R113159,R603592
R394682,R325393
R907735,R267794
R560187,R913851
R927042,R803476
R717070,R555160
R527316,R148855
R593449,R411662
R892007,R547312
R573882,R141409
R918832,R219593
R252550,R646580
R485209,R531089
R859923,R691506
R100307,R367686
R953968,R126972
R446569,R107981
R303064,R973643
R257490,R936044
R861873,R206955
R638184,R706199
R845988,R163293
R727874,R957624
R667709,R703748
R156341,R125763
R456338,R823409
R654133,R552209
R174625,R993810
R963125,R425824
R835187,R400396
R532565,R150135
R807335,R650528
R666781,R506960
R291417,R935808
R534606,R813439
R390630,R433439
R848666,R589579
R891218,R275990
R333735,R469265
R762376,R958817
R461558,R357019
R761544,R806257
R291439,R911148
R360888,R800521
R237391,R861228
R777514,R226726
R248931,R385301
R839882,R356027
R507262,R500838
R839047,R345375
R403641,R987150
R446565,R360911
R381221,R684978
R895728,R136839
R635461,R431137
R150570,R968327
R936412,R172543
R450247,R143552
R598394,R120771
R631136,R528836
R822715,R663502
R794225,R104837
R477970,R477082
R839859,R427221
R943212,R981181
R935971,R799637
R813530,R825730
R788156,R542999
R610200,R651956
R331025,R741539
R523796,R831995
R368163,R470504
R376026,R120313
R690802,R619719
R739331,R129553
R635462,R323424
R352889,R949157
R427499,R349030
R733705,R554086
R984011,R282674
R911086,R459056
R340782,R755779
R232642,R404688
R381684,R205138
R128187,R355916
R298705,R755385
R817902,R850374
R698753,R251643
R588129,R337888
R791802,R999852
R271651,R657336
R353808,R673615
R837577,R518533
R851449,R517909
R562847,R286760
R887686,R299942
R275493,R492965
R943863,R780031
R184434,R548157
R862399,R412225
R408258,R741840
R869719,R197522
R479238,R788431
R383080,R748536
R918263,R692231
R478628,R628905
R762280,R109691
R918882,R882037
R939810,R888161
R618033,R339643
R850783,R101292
R606484,R161273
R149525,R866221
R181530,R272308
R664085,R762357
R497717,R809789
R211795,R851507
R143802,R875601
R592593,R775303
R850098,R171829
R684388,R827322
R642035,R453884
R550281,R240768
R997268,R255830
R505154,R740603
R766656,R768107
R455955,R522967
R148700,R398193
R749405,R862347
R360840,R716137
R826234,R597045
R650262,R312658
R351104,R349514
R469683,R496441
R584434,R172769
R816289,R647602
R685695,R754051
R479478,R162221
R232630,R236723
R942274,R482651
R327333,R365968
R310020,R390245
R902749,R712798
R460445,R177874
R554529,R739453
R177399,R645416
R299634,R804257
R797023,R756628
R898441,R675181
R670392,R287863
R859988,R880045
R901516,R966946
R350056,R679806
R578796,R229987
R942069,R780754
R600457,R528144
R728387,R755018
R185664,R623347
R215940,R146074
R923418,R580407
R712080,R573422
R678856,R909001
R959048,R988230
R256900,R448633
R295629,R331947
R755132,R173798
R376790,R612570
R748026,R866560
R592222,R120907
R599156,R789106
R323740,R145233
R585301,R382383
R282251,R497927
R794638,R837068
R497680,R110351
R981090,R364714
R711647,R772977
R812553,R424561
R349904,R367137
R528977,R832156
R772429,R758414
R224962,R883152
R464919,R395688
R569049,R746330
R408338,R265662
R911300,R702426
R977151,R150212
R511739,R307140
R495360,R179869
R133922,R939371
R542755,R863846
R812128,R910094
R597249,R141944
R526469,R159849
R289691,R988866
R411785,R297287
R164812,R949146
R149634,R343580
R691453,R195834
R900862,R577637
R689870,R328902
R277081,R873459
R268341,R448363
R308124,R328948
R660904,R115116
R246921,R772690
R984990,R576021
R313432,R284311
R161539,R957698
R657234,R222245
R984338,R623538
R538367,R512975
R263133,R156716
R304221,R365941
R378430,R270863
R424438,R868264
R555359,R845317
R524763,R810341
R140529,R285633
R788202,R645143
R653809,R938886
R654392,R236554
R104511,R673218
R220044,R139794
R144517,R286731
R233719,R833420
R482105,R282028
R537443,R923673
R223332,R446573
R817803,R172710
R971560,R456791
R125942,R361578
R812057,R319057
R603975,R974376
R144344,R346371
R441790,R138796
R532549,R676218
R458508,R123116
R896540,R869018
R387100,R447595
R795951,R586207
R975289,R449853
R748435,R298648
R797730,R997576
R838030,R239768
R226490,R769505
R605840,R281245
R499827,R901748
R522452,R254635
R839244,R641159
R677414,R127551
R602422,R880698
R786291,R193633
R406594,R676828
R389551,R566641
R586709,R943815
R393899,R445826
R344668,R488972
R592399,R575665
R328710,R886343
R987531,R773180
R435473,R369982
R443940,R415130
R186887,R735690
R520230,R114297
R448507,R182080
R849294,R783437
R163802,R605090
R594950,R434370
R172493,R442114
R364301,R272491
R615322,R440082
R766377,R607441
R674122,R587193
R260299,R387250
R226323,R855268
R772629,R875501
R154393,R348489
R951911,R421012
R498399,R903905
R341086,R814768
R651486,R944703
R550342,R928348
R774162,R568270
R470490,R741078
R599609,R623176
R217282,R365041
R314494,R439564
R161911,R448929
R374074,R173122
R950774,R602217
R514229,R791224
R859901,R392080
R602508,R577261
R157686,R597602
R312284,R139678
R234142,R292282
R780488,R927257
R115990,R886210
R176384,R124579
R680498,R281477
R309970,R272008
R849610,R688822
R595169,R173571
R348953,R279658
R658785,R606193
R813840,R579969
R984174,R809430
R883256,R822984
R789340,R377228
R809656,R708256
R640805,R538876
R282491,R979295
R966492,R275364
R989411,R353401
R305874,R439288
R568014,R372888
R652776,R984273
R451438,R506070
R221232,R605923
R600156,R454486
R118544,R393247
R632961,R586488
R907740,R351943
R665637,R143542
R913518,R175482
R507635,R390659
R338598,R186338
R300783,R942719
R824057,R315604
R920622,R559217
R651020,R369762
R377223,R876265
R280746,R327704
R485204,R230753
R100905,R599867
R448936,R780595
R763363,R125537
R503520,R738771
R349371,R401061
R841249,R151558
R211009,R310555
R986560,R998258
R244241,R102674
R988273,R689908
R253461,R139649
R609186,R643310
R842252,R970171
R812048,R435191
R522467,R515473
R239607,R749681
R360970,R343221
R153336,R266670
R600157,R537781
R148180,R737949
R156445,R445099
R464835,R693750
R313519,R433377
R985325,R558499
R893607,R107906
R365615,R841533
R649509,R880219
R484561,R150903
R576830,R788766
R790321,R258175
R639604,R344265
R846472,R770504
R645191,R872940
R357508,R915787
R613850,R174880
R557335,R854181
R919227,R708759
R138071,R692826
R828994,R985459
R274255,R284357
R845572,R453181
R262843,R291031
R810043,R860903
R209301,R167527
R357029,R473067
R181688,R841489
R331898,R748370
R946725,R335377
R833459,R271510
R167552,R525725
R512459,R671639
R787639,R674504
R127683,R684040
R932831,R215189
R555171,R285853
R298048,R596742
R973583,R600542
R891446,R135041
R957662,R956396
R993039,R288110
R685813,R451981
R212432,R326477
R243067,R531238
R697786,R816571
R654508,R293715
R719784,R559541
R887603,R984723
R992563,R853164
R609256,R806995
R643029,R994879
R684886,R115553
R339649,R691032
R499767,R546078
R176037,R798390
R777052,R686438
R250615,R607505
R250514,R350350
R992523,R937626
R447274,R328999
R561997,R721414
R759579,R105635
R930502,R782751
R233930,R404538
R206999,R685008
R290827,R257183
R366063,R265294
R660164,R193662
R779455,R694124
R219499,R460031
R272689,R531304
R996372,R423093
R573957,R693213
R688807,R292515
R773231,R590335
R432960,R786810
R957048,R848516
R111494,R278967
R622966,R579547
R890381,R289379
R951162,R611689
R107090,R485371
R413461,R317268
R774550,R649125
R259648,R336940
R915693,R387472
R674901,R401904
R417295,R624302
R171700,R765184
R296281,R915483
R158689,R516686
R137510,R547806
R562741,R768572
R108498,R528821
R437228,R682739
R994333,R269347
R851727,R932106
R856350,R605712
R632381,R762438
R584986,R222411
R456390,R881080
R257404,R958549
R876490,R690789
R191230,R501595
R525825,R716505
R313206,R863265
R503632,R186642
R513298,R340394
R163565,R734581
R636813,R971257
R890113,R965462
R694323,R471049
R177082,R291143
R858853,R869201
R231884,R329850
R239378,R453862
R958364,R123844
R871861,R978618
R573390,R850933
R929415,R555393
R497363,R909070
R106847,R131253
R250053,R894725
R485729,R242840
R813933,R805053
R407137,R697538
R504525,R124472
R685483,R896907
R247320,R865701
R675023,R462389
R782231,R636965
R151716,R202303
R439477,R228341
R795891,R652305
R256426,R224631
R514358,R138742
R169846,R687067
R493461,R356204
R450979,R647434
R971578,R406061
R631037,R560082
R710970,R791854
R283318,R326429
R245943,R981013
R730065,R245713
R272355,R793660
R504026,R181909
R293795,R349202
R805561,R329674
R464585,R103280
R564453,R354760
R137295,R789316
R971768,R254778
R188397,R769409
R375508,R929634
R122261,R484885
R400086,R316239
R193171,R215923
R988054,R141593
R863085,R170177
R946543,R820485
R376837,R747957
R396269,R546515
R734619,R908934
R939791,R864586
R930467,R853685
R577444,R734847
R651980,R771296
R458598,R849263
R717046,R263143
R878320,R425034
R802873,R116674
R891969,R555537
R241809,R256171
R204989,R401159
R591507,R673120
R919735,R796199
R942783,R776145
R852132,R822675
R794045,R667473
R264961,R616217
R652290,R367435
R529970,R247061
R647406,R464525
R317105,R580638
R533448,R847814
R824386,R543400
R655810,R737693
R660220,R932746
R269723,R496211
R413911,R181482
R438166,R210385
R750105,R314058
R500921,R382282
R415826,R683223
R462264,R863177
R640378,R456093
R688595,R585166
R821594,R817583
R283009,R176137
R394784,R102274
R784509,R754960
R845325,R250000
R601435,R149580
R221865,R326935
R631820,R697581
R594512,R735112
R587054,R442400
R672837,R537124
R669158,R435901
R356883,R178775
R706078,R700191
R569093,R899675
R312940,R118524
R246837,R524668
R622164,R343851
R649265,R904520
R705461,R684531
R949452,R504200
R351610,R758771
R204060,R239105
R207192,R531839
R862788,R403403
R845927,R593996
R327042,R135937
R153938,R646349
R958047,R176916
R935136,R503360
R987229,R865002
R837946,R327905
R615005,R803320
R397997,R914397
R854848,R739659
R336302,R489928
R121797,R573745
R596479,R324656
R136276,R308485
R270976,R665631
R878199,R813142
R158849,R798972
R714280,R417976
R453517,R879746
R783692,R770715
R909274,R932763
R676465,R322185
R386060,R680301
R836905,R163468
R982433,R357165
R939269,R406440
R674260,R487020
R150728,R829827
R335414,R146351
R965961,R408702
R909993,R645064
R843497,R480434
R987915,R422751
R989178,R209742
R430042,R852363
R655921,R854046
R428073,R552386
R270198,R354930
R918801,R385373
R270071,R880314
R689666,R511054
R313981,R678055
R998743,R923672
R310354,R684558
R174517,R555846
R829185,R498925
R729529,R804249
R254660,R916648
R695103,R776237
R766691,R883858
R631858,R168507
R326219,R542060
R691213,R886790
R777681,R604420
R756517,R277716
R912933,R385953
R383767,R854087
R320059,R549487
R334978,R128904
R576673,R794223
R842486,R315275
R153545,R149704
R210159,R500882
R997842,R420170
R138694,R110446
R606138,R127238
R942330,R876999
R411733,R243329
R459101,R866235
R502120,R849323
R287921,R386687
R442160,R410575
R710589,R179511
R532128,R952880
R813865,R197015
R825038,R643604
R559383,R811701
R284355,R156501
R771609,R767915
R299320,R546044
R302290,R798325
R354187,R221250
R227447,R106599
R888884,R528618
R940512,R916483
R940438,R296730
R689933,R842087
R581688,R758253
R487042,R741904
R739752,R165642
R627839,R952086
R355585,R695848
R814877,R959476
R822970,R659282
R110120,R527562
R809385,R760389
R497302,R256397
R887974,R988161
R952305,R124938
R134961,R482273
R328201,R483619
R558141,R805390
R891780,R925578
R452995,R739548
R744758,R664954
R550817,R624383
R231943,R483743
R778175,R316854
R126807,R266854
R301834,R176230
R995169,R725142
R169040,R989714
R536228,R434307
R504618,R989825
R153828,R735850
R666654,R955236
R574167,R643173
R198405,R827099
R614208,R266953
R237287,R665115
R248666,R524721
R938478,R183784
R151631,R968854
R918338,R615249
R631612,R802270
R353741,R794910
R803673,R525207
R627429,R809187
R960498,R974296
R351716,R622508
R258019,R717471
R386409,R326566
R251989,R183435
R218911,R325736
R771619,R352301
R729242,R617163
R496294,R743871
R434026,R176599
R592636,R306362
R121233,R382029
R436171,R542629
R698714,R891199
R873188,R738307
R444808,R339803
R186949,R746120
R367666,R600220
R643594,R653029
R329156,R224454
R309492,R853213
R219799,R565515
R979459,R761360
R637392,R469030
R186449,R121307
R109782,R265298
R653144,R919095
R845661,R920400
R815402,R951799
R140747,R230665
R557681,R991853
R793759,R534024
R133552,R691620
R530597,R770502
R827789,R847652
R913982,R771363
R717571,R696685
R865536,R373471
R208762,R971840
R517432,R780416
R488909,R427724
R520446,R803211
R447057,R461035
R710491,R414603
R703595,R773572
R120115,R612351
R119699,R303743
R959821,R203755
R358856,R194491
R213230,R322163
R424643,R753563
R837020,R375113
R349050,R450047
R525811,R792792
R834688,R193188
R552202,R144233
R393190,R412020
R207228,R725140
R629846,R341402
R193351,R563554
R989537,R728256
R181299,R582350
R219506,R317349
R701801,R962523
R183600,R373123
R158617,R524652
R423375,R733478
R112007,R574058
R581968,R364851
R362379,R364132
R454916,R933316
R293013,R794208
R506125,R606655
R506646,R610354
R849730,R372000
R832398,R609603
R916085,R188413
R759290,R518385
R949223,R777560
R685642,R979303
R734263,R138330
R745770,R769881
R241350,R100677
R611370,R793722
R608988,R314624
R582781,R958890
R684319,R290863
R379682,R700044
R918669,R828002
R599027,R918574
R943756,R901008
R346005,R796758
R772036,R608765
R191279,R774882
R523908,R333905
R967379,R886943
R847320,R905291
R938754,R179256
R164919,R730992
R250285,R589145
R591847,R419627
R630460,R167903
R613473,R598256
R702052,R392683
R383870,R787010
R767486,R286012
R667899,R657899
R644154,R755238
R836647,R699450
R482351,R142747
R281534,R114998
R549881,R492644
R495090,R670184
R467531,R122564
R708767,R349463
R360110,R891121
R235850,R514901
R459632,R709203
R665877,R928536
R902185,R328538
R581612,R930759
R166467,R423399
R639593,R439620
R878072,R245347
R643937,R240048
R458860,R430964
R971274,R812446
R732999,R949915
R652285,R681368
R428183,R790160
R445892,R827022
R475777,R280204
R747703,R567340
R201166,R686962
R341774,R281744
R546874,R238911
R530256,R624181
R460747,R457321
R176201,R206896
R655044,R567024
R906040,R220294
R629378,R291612
R177767,R925580
R741867,R147352
R458048,R412022
R113575,R898743
R635894,R686688
R863788,R528935
R594317,R996042
R847931,R620804
R726902,R910703
R575874,R423155
R503823,R835980
R215439,R915359
R709690,R643329
R429703,R954614
R840143,R476548
R463472,R214659
R171295,R404100
R345412,R671656
R215194,R116222
R440875,R165608
R515294,R930157
R251032,R939809
R514950,R870511
R604870,R539297
R687750,R532207
R913798,R577278
R627800,R181766
R926239,R180644
R473443,R257733
R871629,R207391
R457942,R438753
R784667,R495057
R513514,R729350
R943128,R864173
R636142,R622026
R829508,R289801
R895858,R726678
R362950,R615587
R271227,R211407
R644719,R681781
R320721,R883379
R587442,R314706
R394138,R916936
R417900,R740430
R509008,R282466
R543071,R807118
R995373,R709997
R606221,R886742
R914840,R414326
R511789,R993234
R370405,R571138
R573313,R565687
R370705,R350455
R883288,R346596
R444674,R129476
R806736,R788229
R187709,R910381
R102570,R963965
R531840,R117579
R315739,R273581
R897915,R564307
R557715,R781692
R518023,R344276
R209074,R574143
R490991,R603735
R522429,R562870
R822768,R592061
R131695,R125672
R772544,R286384
R332281,R369339
R847414,R578080
R663573,R957152
R256158,R893712
R244952,R575045
R806638,R736475
R526190,R100036
R102994,R738193
R668885,R381134
R826308,R938629
R724290,R999616
R316553,R448840
R752412,R536678
R459720,R529366
R253446,R683051
R344875,R636750
R330485,R494415
R532033,R873610
R362815,R712837
R732201,R427545
R393224,R737117
R893594,R278510
R648494,R162460
R822049,R377783
R552449,R328961
R429890,R833738
R434632,R580673
R970384,R797418
R513530,R118846
R960841,R349946
R615613,R116830
R800228,R768229
R377424,R835378
R508502,R877718
R587508,R613716
R559605,R924680
R662493,R983784
R789995,R245744
R903162,R290907
R151169,R860010
R366153,R579862
R311643,R336934
R346603,R704345
R670770,R651823
R633458,R486918
R454606,R808282
R284821,R921544
R948016,R342413
R990959,R772506
R387992,R695832
R774989,R208969
R427790,R571795
R435939,R161138
R222222,R263807
R502510,R152531
R285212,R325671
R364058,R433237
R618369,R310759
R677918,R155463
R737743,R372695
R445983,R977772
R498084,R384101
R628995,R727275
R351698,R231416
R693385,R774501
R894219,R397148
R524138,R648700
R836899,R241333
R158367,R640389
R785107,R435747
R334688,R425859
R940238,R862971
R347110,R778611
R217609,R739009
R959771,R209046
R836895,R639712
R884298,R813150
R622615,R660763
R617549,R963295
R558469,R954545
R942896,R579159
R146992,R616305
R398495,R477324
R139616,R521878
R954143,R676372
R903432,R438181
R582695,R250966
R328916,R678722
R460914,R481691
R731064,R198325
R277463,R504653
R641060,R410844
R282920,R628369
R694828,R464555
R832582,R360584
R565010,R987871
R727324,R509837
R339972,R768443
R352040,R132764
R168096,R987185
R558660,R814186
R635305,R835346
R431948,R571841
R330776,R449127
R440866,R399816
R755624,R251596
R363477,R273095
R527954,R430423
R869648,R431597
R564353,R310184
R892064,R814790
R481251,R895056
R899531,R739300
R760676,R808798
R771419,R763737
R528553,R670963
R557689,R570407
R869413,R788249
R111409,R967820
R116325,R314922
R899352,R736725
R729713,R534416
R419313,R902770
R943660,R779918
R854745,R882236
R402989,R117453
R362239,R858459
R965806,R854398
R444251,R441018
R947374,R162744
R682753,R228749
R672533,R305223
R150297,R223212
R741213,R921501
R443347,R799375
R793910,R343429
R669468,R388838
R780614,R673254
R975689,R111195
R817229,R390273
R404308,R887152
R624514,R373139
R803958,R491178
R943063,R583375
R168732,R438932
R733816,R828666
R784745,R817065
R502604,R728124
R444345,R584870
R800262,R138183
R671199,R472149
R729554,R733865
R919407,R445435
R973797,R290501
R161320,R810216
R131316,R930195
R366666,R321927
R480689,R791444
R450994,R153438
R422423,R793331
R221976,R463718
R449737,R652561
R971764,R593380
R852984,R288864
R547848,R907705
R877362,R349178
R960398,R339867
R409207,R185077
R497100,R443803
R113398,R497185
R574803,R997743
R725174,R245688
R189912,R555438
R154821,R542424
R630471,R990639
R857956,R454049
R190502,R596214
R289945,R289268
R536261,R735584
R960586,R425206
R707945,R616641
R779162,R113088
R830510,R682128
R214904,R916066
R513642,R593414
R759484,R652301
R675156,R320152
R714235,R190595
R358664,R145494
R307034,R372545
R336851,R266287
R950883,R845300
R525384,R671167
R362798,R128177
R523175,R110756
R567682,R387012
R961839,R859071
R848408,R426955
R712328,R194219
R968105,R478591
R689724,R113534
R283054,R773939
R862191,R340989
R374775,R702965
R689422,R446076
R545257,R373534
R565103,R208817
R917627,R317807
R539324,R388429
R652300,R304530
R726826,R443283
R546190,R123517
R573290,R431423
R496714,R325086
R930610,R529843
R115673,R975334
R821376,R740276
R298159,R442790
R295185,R210614
R286445,R494679
R831421,R759408
R810576,R339822
R465861,R213891
R165484,R284992
R199977,R858351
R543340,R514129
R273513,R718283
R913842,R358807
R334867,R395639
R790866,R938239
R921916,R178399
R867361,R303490
R224224,R301796
R210765,R802538
R143331,R106823
R571181,R857694
R615453,R854243
R152986,R820676
R672180,R340465
R848907,R854664
R566738,R905203
R225074,R363464
R841219,R701819
R407997,R798593
R798980,R359024
R765686,R425486
R146850,R950238
R280372,R778888
R125176,R359090
R884727,R812116
R315274,R381247
R169605,R783171
R237641,R849158
R471969,R869624
R850647,R474719
R456348,R957178
R845995,R486093
R819813,R406514
R443037,R405415
R110115,R681928
R337911,R534660
R126388,R389090
R666160,R630689
R298333,R668113
R462994,R833423
R843537,R201129
R353072,R843479
R195326,R626174
R847282,R614828
R503130,R649754
R535200,R271519
R750197,R672816
R433433,R735912
R766814,R777984
R470131,R427095
R180995,R498007
R383757,R291315
R701125,R968618
R101090,R166190
R485672,R992173
R165355,R825855
R311220,R592581
R303749,R353694
R441882,R921137
R703620,R601604
R402964,R860650
R597487,R718200
R454278,R774441
R143404,R481423
R209010,R461279
R984231,R748640
R729177,R164998
R373082,R906751
R514765,R245143
R827845,R706943
R658166,R268111
R160314,R400834
R553116,R132621
R351116,R977412
R218488,R899116
R755028,R988781
R714808,R891196
R564352,R401755
R793758,R169388
R814053,R111589
R461978,R972864
R558464,R230983
R715860,R355975
R218630,R172459
R229430,R259445
R331402,R679055
R421130,R968423
R297792,R766688
R949993,R308092
R676851,R154567
R533667,R655414
R279544,R138846
R271223,R571438
R286213,R775067
R542387,R362532
R879920,R325106
R398308,R120063
R377933,R676397
R766355,R429863
R985961,R518929
R878844,R647136
R697344,R714142
R856020,R477783
R824474,R967085
R514732,R997672
R914341,R730285
R316702,R239170
R614332,R103454
R257859,R587035
R254815,R414528
R494338,R917660
R276306,R215442
R527266,R779930
R896579,R953086
R168495,R502433
R653540,R626963
R744448,R264831
R539912,R640285
R594917,R756150
R183154,R406193
R801787,R585600
R156186,R522871
R625510,R625211
R431760,R973639
R871792,R656557
R434320,R321907
R910779,R351643
R490520,R761623
R312452,R273060
R623207,R289117
R933588,R849515
R524826,R921518
R539034,R416138
R886272,R785083
R856923,R453275
R108448,R334226
R348080,R834895
R594834,R850260
R910732,R897197
R294380,R102165
R191759,R905251
R461448,R429782
R830287,R570764
R125093,R104495
R474660,R710531
R856227,R176767
R614878,R364464
R273120,R577481
